article_id,category,title,date,negative_score,neutral_score,positive_score
,Health_News,"Scheuring-Wielgus o Marszu Niepodległości: chciałabym, żeby Trzaskowski był w końcu stanowczy",,0.06819566339254379,0.03409459814429283,0.8977097272872925
,Health_News,"Kasus penyakit gigi meningkat selama pandemi, penyesuaian layanan dan pemanfaatan teknologi menjadi solusi",,0.04340190067887306,0.022731168195605278,0.9338669180870056
,Health_News,Połączenie kolejowe z lubelskim lotniskiem kosztowało ponad 27 mln zł. Nie pojedzie nim żaden pociąg,,0.06006208807229996,0.0354330949485302,0.9045047760009766
,Health_News,"Prostytutka, krwawa księżna, seksoholik, satanista i złodziej. Wśród świętych są też grzesznicy",,0.0748283863067627,0.02906210534274578,0.8961094617843628
,Health_News,Wypadek autobusu w Warmińsko-Mazurskiem. Dwie osoby ranne ,,0.06549842655658722,0.02755584754049778,0.9069457650184631
,Health_News,Vajpuha Stroganoff-csirkemáj sok tejföllel és gombával: ezt kedvedre tunkolhatod,,0.11142382025718689,0.01986800692975521,0.8687081336975098
,Health_News,"Lengyel Tamás 11 hónapig titkolta, hogy apa lett: kisfiát először mutatta meg",,0.1332930028438568,0.022664878517389297,0.8440421223640442
,Health_News,Więzień połknął telefon komórkowy. Urządzenie było w jego brzuchu przez pół roku,,0.052606288343667984,0.028447823598980904,0.9189459085464478
,Health_News,Agata Kornhauser-Duda nieobecna na granicy. Prezydencka minister: jest bardzo zajętą osobą,,0.06246539205312729,0.031713277101516724,0.9058212637901306
,Health_News,Nielegalne przekraczanie granicy. Nowelizacja weszła w życie,,0.06005487218499184,0.03708416968584061,0.9028608798980713
,Health_News,"Últimas noticias de la covid, en directo | China comienza a vacunar contra la covid a los niños de entre 3 y 11 años",,0.22871936857700348,0.032728809863328934,0.7385517954826355
,Health_News,"Rząd szykuje zmiany w przepisach pogrzebowych. ""Projekt ma wiele wad""",,0.06800186634063721,0.02674788050353527,0.9052502512931824
,Health_News,Obława w Wołominie. 23-latek uciekł z komendy,,0.06127338111400604,0.026522226631641388,0.912204384803772
,Health_News,"Tumori del sangue, le sfide del futuro per vincerli",,0.13494904339313507,0.032016389071941376,0.8330345749855042
,Health_News,Nie żyje Zbigniew Wieczorek. Nauczyciel języka polskiego z Radomia miał 64-lata,,0.06456716358661652,0.030013006180524826,0.9054198265075684
,Health_News,"Mi történik a testeddel, ha 3 hónapig kihagyod a reggelit? A szakaszos böjt hatása",,0.13257142901420593,0.029749473556876183,0.8376790881156921
,Health_News,Κορονοϊός – Γρίπη: Λιγότερες επιπλοκές στις χειρουργικές επεμβάσεις για όσους έχουν κάνει και τα δύο εμβόλια,,0.07697875052690506,0.022881798446178436,0.9001393914222717
,Health_News,"Julia Pitera: oczekiwałam, że w sprawie Agnieszki Pomaskiej odezwą się kobiety z PO",,0.073391854763031,0.030300283804535866,0.8963078856468201
,Health_News,Vorsicht – Produktfälschung: Angeblicher Nestlé-Kaffee kann Glas- und Plastiksplitter enthalten,,0.06443294882774353,0.03367498144507408,0.9018920660018921
,Health_News,Rekonstrukcja rządu. Scheuring-Wielgus: To przetasowania między koalicjantami. Nic na tym nie zyskamy,,0.07273238152265549,0.040208134800195694,0.8870595097541809
,Health_News,Koniec agencji R4S. Były polityk PiS ma nową firmę,,0.05951552093029022,0.031011348590254784,0.9094731211662292
,Health_News,Angelina Jolie-val kínos baki történt a vörös szőnyegen: a rajongók szúrták ki,,0.08077042549848557,0.025190584361553192,0.8940390348434448
,Health_News,Erectiestoringen: als porno een probleem wordt,,0.034854501485824585,0.04452205076813698,0.9206234812736511
,Health_News,"Dritte Spritze: ""Schleppender Verlauf"": Fachleute und Politiker fordern mehr Tempo bei Corona-Boostern",,0.07132061570882797,0.03318395838141441,0.8954954147338867
,Health_News,Trybunał Konstytucyjny może zdecydować co z TVN. Przewodniczący KRRiT przygotowuje pisma,,0.05696822330355644,0.02375524491071701,0.9192765355110168
,Health_News,Hautunreinheiten: Gesichtsreiniger im Vergleich: Welche Cleanser eignen sich für welchen Hauttyp?,,0.09400564432144165,0.033119119703769684,0.8728751540184021
,Health_News,Κορονοϊός – Εμβόλια: Αποτελεσματικά τα Pfizer και AstraZeneca κατά της θνητότητας της μετάλλαξης Δέλτα,,0.07241079956293106,0.025846784934401512,0.9017423391342163
,Health_News,We wtorek przybędzie chmur i w kilku regionach spadnie deszcz,,0.06348033249378204,0.03235336020588875,0.9041662812232971
,Health_News,"Bezpłatne leki dla młodszych seniorów. ""Ministerstwo ogłosi to jako swój sukces""",,0.10817164927721024,0.0206556785851717,0.8711726665496826
,Health_News,"Ez a budapesti városrész lett a világ 7. legmenőbb környéke: a kávézókat, a bárokat és a fákat méltatta a brit magazin",,0.1764320284128189,0.02165992371737957,0.8019080758094788
,Health_News,Niechlubny rekord. Mamy najmniej urodzeń od końca wojny,,0.08916584402322769,0.030579693615436554,0.8802543878555298
,Health_News,Pożar koło Końskich. Nie żyją dwie osoby,,0.05843539163470268,0.036620497703552246,0.9049441814422607
,Health_News,Minister zdrowia: pacjenci od dziś będą proszeni o wypełnienie ankiety,,0.10442346334457397,0.02870175614953041,0.8668746948242188
,Health_News,Immunsystem: Diese Ernährung schützt vor Krankheiten,,0.09499751776456833,0.034806687384843826,0.8701958656311035
,Health_News,Wepchnęli Polaka pod jadący tramwaj. 15-latkowi grozi rok więzienia,,0.056466199457645416,0.03678420931100845,0.9067496061325073
,Health_News,Znamy wysokość przyszłorocznej dotacji dla PAP. Kilka milionów więcej niż w 2021,,0.06089876964688301,0.017852986231446266,0.921248197555542
,Health_News,Détár Enikő 8 éve imádja az angoltanár Pétert: mellette ízig-vérig nőnek érzi magát,,0.07837393879890442,0.018142180517315865,0.9034838080406189
,Health_News,"Przerzucili ją jak ""worek ze śmieciami"". 29-letnia Kongijka poroniła na granicy",,0.05730470269918442,0.02670978009700775,0.9159855246543884
,Health_News,Jakie plany ma rząd w sprawie nauki zdalnej? Przemysław Czarnek wyjaśnia,,0.08226670324802399,0.026314599439501762,0.8914186954498291
,Health_News,Onet Opinie – 26.10,,0.06023925915360451,0.028956981375813484,0.9108037352561951
,Health_News,Onet Rano. - 26.10,,0.07036826014518738,0.03469381853938103,0.8949379920959473
,Health_News,"25-latek w mieszkaniu w Warszawie miał narkotyki, w tym ciasto i ciastka z marihuaną",,0.04940306767821312,0.036370355635881424,0.9142266511917114
,Health_News,Dünne Datengrundlage: Biontech für Kinder? Das sagt die Stiko zur möglichen Notfallzulassung in den USA,,0.05958103388547897,0.030317967757582664,0.9101009368896484
,Health_News,Jak zakończyć spór Polski z UE? Polacy odpowiedzieli w sondażu,,0.05262664332985878,0.02498900331556797,0.9223843812942505
,Health_News,Durchbruch im Kampf gegen antibiotikaresistente Supererreger erzielt,,0.09409593790769577,0.029305526986718178,0.8765985369682312
,Health_News,Egyszerre több jelzáloghitelre is lehet kérni a tartozás elengedését: ki és hogyan igényelheti?,,0.10001392662525177,0.020329969003796577,0.8796560764312744
,Health_News,"Obajtek zabrał głos w sprawie cen paliw. ""Gdyby to zrobiono, podniosłoby się larum""",,0.05749433860182762,0.0330217145383358,0.9094839692115784
,Health_News,Károly korábbi kapcsolata is Kamilla miatt ért véget: exe ezt nem tudta megbocsájtani,,0.08886965364217758,0.022309502586722374,0.8888207674026489
,Health_News,Empat cara agar menggunakan media sosial menjadi pengalaman positif,,0.03686871752142906,0.03948535397648811,0.9236459732055664
,Health_News,Dziś Jarosław Kaczyński i szef MON przedstawią ustawę o obronie ojczyzny,,0.062362127006053925,0.03220098465681076,0.9054368734359741
,Health_News,Vooruitzicht: iedere winter tienduizend Covid-patiënten,,0.05151762813329697,0.02913030982017517,0.919352114200592
,Health_News,"Sliced mushrooms sold in Ontario, Quebec recalled over possible Listeria contamination",,0.03589364513754845,0.712465763092041,0.25164058804512024
,Health_News,"Tűzgömbnek hitték a látványos égi jelenséget, kiderült, hogy egész más volt: videó is készült róla",,0.09152519702911377,0.021820899099111557,0.8866539001464844
,Health_News,"Były policjant Jarosław ""Majami"" Pieczonka jest częściowo sparaliżowany",,0.06098487228155136,0.030960338190197945,0.908054769039154
,Health_News,«Una vida salvada merece ser vivida con dignidad»,,0.17214086651802063,0.03981231898069382,0.7880468368530273
,Health_News,"Wyniki Lotto, Lotto Plus, Mini Lotto, Ekstra Pensja, Ekstra Premia, Kaskada, Multi Multi, Super Szansa - 25.10.2021",,0.1172807365655899,0.014111391268670559,0.8686078190803528
,Health_News,Ő Kabát Peti ritkán látott fia: a 16 éves Kevin nagyon hasonlít a focista édesapjára,,0.2894350290298462,0.02540404535830021,0.6851609945297241
,Health_News,Dünyanın en kolay kas yapma programı: 3 adımda kas yapın,,0.05244484916329384,0.023433545604348183,0.9241215586662292
,Health_News,"Viral di Medsos, Kenapa Sih Orang Terobsesi Memutihkan Selangkangan?",,0.037879280745983124,0.03750192001461983,0.9246188402175903
,Health_News,4 Ways to Trim Your Nose Hairs Safely at Home,,0.03591064363718033,0.05948270112276077,0.9046066403388977
,Health_News,"Imbas Amukan Corona, 5 Negara Ini Kembali Alami Lonjakan Kasus",,0.0389736033976078,0.022485116496682167,0.9385412931442261
,Health_News,Countries with shortage of COVID-19 vaccines exempt from new U.S. travel rules: Biden,,0.04818759113550186,0.06285904347896576,0.8889533281326294
,Health_News,Facebook und YouTube entfernen Bolsonaro-Video wegen falscher Impfstoffbehauptung,,0.089228056371212,0.027292750775814056,0.883479118347168
,Health_News,"Jokowi Minta PCR Jadi Rp 300 Ribu, Kemenkes Masih Cek-Hitung Harga",,0.08237274736166,0.015411273576319218,0.9022159576416016
,Health_News,Por qué no está siendo fácil la vacunación contra la covid-19 en territorio indígena de la Amazonía,,0.49443379044532776,0.04118798300623894,0.4643782675266266
,Health_News,"Viral Resep Memutihkan Selangkangan dengan Ketoconazole, Ini Bahayanya",,0.06534235924482346,0.01553868968039751,0.9191188812255859
,Health_News,Marijuana vaping among teens has more than doubled since 2013,,0.0282901581376791,0.23309296369552612,0.7386168837547302
,Health_News,"Corona Ngamuk! Rusia Tembus 37 Ribu Kasus Sehari, Tertinggi Sejak Awal Pandemi",,0.046442680060863495,0.017461253330111504,0.9360960721969604
,Health_News,Aktywiści aresztowani w Nowym Jorku za blokowanie dróg w trakcie wizyty Bidena,,0.06542646139860153,0.029235079884529114,0.90533846616745
,Health_News,7 Tips Diet untuk Mengecilkan Timbunan Lemak di Lengan,,0.03642158582806587,0.03339780494570732,0.9301806092262268
,Health_News,Pro Kontra PCR Jadi Syarat Terbang,,0.05399184301495552,0.01624932326376438,0.9297588467597961
,Health_News,Rada Bezpieczeństwa ONZ zajmie się we wtorek sytuacją w Sudanie,,0.08527059108018875,0.035876043140888214,0.8788533806800842
,Health_News,9 faktor yang pengaruhi perempuan cepat-lambat deteksi awal kanker payudara,,0.03873623535037041,0.024852601811289787,0.9364111423492432
,Health_News,"Diidap James Michael Tyler Sebelum Meninggal, Ini Gejala Kanker Prostat",,0.04258977249264717,0.020702093839645386,0.9367080926895142
,Health_News,"Butuh Efikasi Tinggi, Filipina Bakal Kombinasikan Sinovac dengan Vaksin Lain",,0.0410849004983902,0.022032475098967552,0.9368826150894165
,Health_News,Dwie osoby nie żyją. Strzelanina w stolicy amerykańskiego stanu Idaho,,0.07418923825025558,0.040184855461120605,0.8856258988380432
,Health_News,Dwie osoby nie żyją. Strzelanina w stolicy amerykańskiego stanu Idaho,,0.07418923825025558,0.040184855461120605,0.8856258988380432
,Health_News,Siap-siap! Tes PCR Bakal Jadi Syarat Perjalanan Semua Moda Transportasi,,0.03912636637687683,0.018216321244835854,0.9426573514938354
,Health_News,False positive COVID-19 test halts B.C. man’s Vegas vacation,,0.050394635647535324,0.11619479954242706,0.8334105610847473
,Health_News,"USA, Wielka Brytania i Norwegia potępiły zamach stanu w Sudanie",,0.057248540222644806,0.03960511460900307,0.9031463861465454
,Health_News,"USA, Wielka Brytania i Norwegia potępiły zamach stanu w Sudanie",,0.057248540222644806,0.03960511460900307,0.9031463861465454
,Health_News,Facebook Papers. W ujawnionych dokumentach pojawia się temat Polski,,0.07178126275539398,0.030875856056809425,0.8973428606987
,Health_News,Facebook Papers. W ujawnionych dokumentach pojawia się temat Polski,,0.07178126275539398,0.030875856056809425,0.8973428606987
,Health_News,"Penderita Asam Lambung Boleh Divaksin COVID-19, Asal...",,0.03699914366006851,0.02147669903934002,0.9415241479873657
,Health_News,Apa Rasanya Kotoran Kuping Masuk dan Membatu? Pria Ini Mengalaminya Sendiri,,0.06646806001663208,0.017472049221396446,0.9160599112510681
,Health_News,A nova coleção de 'gymwear' da Brownie é perfeita para todas as ocasiões,,0.32216373085975647,0.03272545337677002,0.6451107859611511
,Health_News,Moderna COVID-19 booster shot approved in EU,,0.29711225628852844,0.035933587700128555,0.6669541597366333
,Health_News,Kabar Baik! Vaksin Moderna Aman untuk Anak 6-11 Tahun,,0.04005591198801994,0.041333943605422974,0.9186100959777832
,Health_News,What the U.S. can — and cannot — do for vaccine equity per the State Department,,0.12150111794471741,0.01086469180881977,0.8676341772079468
,Health_News,Microbes Might Make It Easier to Produce Rocket Fuel on Mars,,0.07981961220502853,0.014830617234110832,0.9053497910499573
,Health_News,"Jokowi Minta Harga PCR Jadi Rp 300 Ribu, Bakal Wajib di Semua Moda Transportasi",,0.09468355774879456,0.012957971543073654,0.8923584818840027
,Health_News,GANT celebra a tradição do patchwork com coleção cápsula UPCYCLED,,0.19041383266448975,0.021669922396540642,0.7879162430763245
,Health_News,Vinho ou travessura? Vale de Touros da Adega de Palmela está com desconto,,0.12428237497806549,0.03334220498800278,0.8423753380775452
,Health_News,Komisja ds. pedofilii wskazuje na brak danych o przemocy seksualnej wobec osób z niepełnosprawnością,,0.055988699197769165,0.033066537231206894,0.9109447598457336
,Health_News,Komisja ds. pedofilii wskazuje na brak danych o przemocy seksualnej wobec osób z niepełnosprawnością,,0.055988699197769165,0.033066537231206894,0.9109447598457336
,Health_News,Biden podpisał rozporządzenie o otwarciu granic dla podróżnych od 8 listopada,,0.06486719846725464,0.03422188758850098,0.9009109735488892
,Health_News,Biden podpisał rozporządzenie o otwarciu granic dla podróżnych od 8 listopada,,0.06486719846725464,0.03422188758850098,0.9009109735488892
,Health_News,"Niemieckie firmy potrzebują więcej wykwalifikowanych pracowników, także z zagranicy",,0.11422102898359299,0.025648754090070724,0.8601301908493042
,Health_News,"Niemieckie firmy potrzebują więcej wykwalifikowanych pracowników, także z zagranicy",,0.11422102898359299,0.025648754090070724,0.8601301908493042
,Health_News,"Receita de bolo de laranja fofo e fit, resistir para quê!?",,0.08917627483606339,0.028319815173745155,0.882503867149353
,Health_News,STUDIU. Vaccinul antigripal poate fi benefic pacienților cu Covid-19 care necesită intervenții chirurgicale,,0.19729503989219666,0.019633539021015167,0.7830713987350464
,Health_News,Quebec could push back Nov. 15 health network vaccination deadline: Legault,,0.009094564244151115,0.9606086015701294,0.030296817421913147
,Health_News,Assustadoramente na moda. Sapatos para ter o melhor look de Halloween,,0.3006236255168915,0.03320630267262459,0.666170060634613
,Health_News,Anna Komorowska i Jolanta Kwaśniewska komentują wizytę na granicy,,0.06739091128110886,0.04665037989616394,0.885958731174469
,Health_News,Anna Komorowska i Jolanta Kwaśniewska komentują wizytę na granicy,,0.06755027920007706,0.045684948563575745,0.8867647051811218
,Health_News,Puerto Rico is the most vaccinated place in the U.S.,,0.7352598905563354,0.013276704587042332,0.2514634132385254
,Health_News,"U.S. COVID infection rates have been dropping, but that could change",,0.3181151747703552,0.2049332559108734,0.47695156931877136
,Health_News,Las llamadas de urgencia por sospecha de covid-19 permiten predecir los picos de ocupación hospitalaria,,0.07321211695671082,0.03730149194598198,0.8894863724708557
,Health_News,"Arroz doce com leite condensado e coco, é divinal...",,0.1424868255853653,0.02993284910917282,0.8275802731513977
,Health_News,E que tal um saboroso (e cremoso) empadão de atum para o jantar?,,0.11022312194108963,0.027088308706879616,0.8626886010169983
,Health_News,"Virtual or in-person care? Post-pandemic, Canadian doctors say there’s room for both",,0.7343471646308899,0.008464479818940163,0.25718826055526733
,Health_News,Nie tylko hymn. Ministerstwo Sprawiedliwości chce dodatkowych zmian w polskim godle,,0.07490573823451996,0.0229735616594553,0.9021206498146057
,Health_News,Nie tylko hymn. Ministerstwo Sprawiedliwości chce dodatkowych zmian w polskim godle,,0.07490573823451996,0.0229735616594553,0.9021206498146057
,Health_News,Anatomy texts should show sex as a spectrum to include intersex people,,0.029796484857797623,0.08553476631641388,0.88466876745224
,Health_News,Szpital tymczasowy na Okęciu wznowi działalność. Przybędzie 10 tys. łóżek dla pacjentów z COVID-19,,0.05779873579740524,0.03469318524003029,0.9075080752372742
,Health_News,Szpital tymczasowy na Okęciu wznowi działalność. Przybędzie 10 tys. łóżek dla pacjentów z COVID-19,,0.05779873579740524,0.03469318524003029,0.9075080752372742
,Health_News,Niezwykłe odkrycie. NASA znajduje pierwszą możliwą planetę poza naszą galaktyką,,0.07483823597431183,0.021767929196357727,0.9033938646316528
,Health_News,Niezwykłe odkrycie. NASA znajduje pierwszą możliwą planetę poza naszą galaktyką,,0.07483823597431183,0.021767929196357727,0.9033938646316528
,Health_News,Os três signos do zodíaco com maior probabilidade de ficarem ricos,,0.16723686456680298,0.03511164337396622,0.797651469707489
,Health_News,¿Qué riesgos para la salud tienen los empleos digitales?,,0.11371524631977081,0.04271174594759941,0.8435729742050171
,Health_News,Ukradł samochód spod sklepu. Był pijany. Miał prawie 3 promile alkoholu we krwi,,0.07623830437660217,0.03939705342054367,0.8843646049499512
,Health_News,Black and Latino families continue to bear pandemic's great economic toll in U.S.,,0.01939099095761776,0.7746646404266357,0.20594441890716553
,Health_News,La historia del descubrimiento de la hepatitis B da un paso más,,0.10359012335538864,0.03915903717279434,0.8572508692741394
,Health_News,El reto de crecer con parálisis cerebral,,0.1499474197626114,0.04563801363110542,0.8044145703315735
,Health_News,"Kids with obesity need acceptance from family and friends, not just better diet tips, to succeed at managing their weight",,0.07429917901754379,0.07906448096036911,0.8466362953186035
,Health_News,Sąd Najwyższy uwzględnił kasację sprzeciwiającą się wydaniu dwójki dzieci do Wielkiej Brytanii,,0.06621482223272324,0.035651806741952896,0.898133397102356
,Health_News,"Heart to Heart raises $750K to bring sweet, sweet flirtation to your ear-holes",,0.10325819253921509,0.015856420621275902,0.8808853626251221
,Health_News,Now’s the Time to Prep Your Oven for the Holidays,,0.0263584703207016,0.10439097136259079,0.8692505955696106
,Health_News,Laureaci nagrody BohaterON 2021 ogłoszeni,,0.07769545912742615,0.03928672894835472,0.883017897605896
,Health_News,Inquest into COVID-19 deaths at Quebec long-term care home hears from final witnesses,,0.008904659189283848,0.9571530222892761,0.033942271023988724
,Health_News,"Prezes stoczni ""Gryfia"" nie zna angielskiego na odpowiednim poziomie. Tak orzekł sąd",,0.09385335445404053,0.02822202444076538,0.8779245615005493
,Health_News,Der erste Beweis für die mögliche Existenz eines Planeten außerhalb der Milchstraße,,0.04302886500954628,0.03043927438557148,0.9265318512916565
,Health_News,"COVID-19: N.B. reporting 3 more deaths, including person in their 40s",,0.012973587028682232,0.9176939129829407,0.06933248043060303
,Health_News,Nie zatrzymał się do kontroli i próbował potrącić policjanta. Wiózł 10 migrantów,,0.04771953076124191,0.039837997406721115,0.9124424457550049
,Health_News,O sumo delicioso que relaxa e alivia a tensão (com apenas 3 ingredientes),,0.33682045340538025,0.038953009992837906,0.6242265701293945
,Health_News,Une autre « mini-tournée » ? Le véritable effet d’une microdose d’alcool,,0.11447609961032867,0.04061111807823181,0.8449127674102783
,Health_News,Były szpieg ujawnia: następca saudyjskiego tronu był gotów zabić króla,,0.0820302739739418,0.023484395816922188,0.894485354423523
,Health_News,Omal nie doszło do tragedii. Samochód 32-latki zapalił się w trakcie jazdy,,0.0634133517742157,0.030893435701727867,0.9056931734085083
,Health_News,Três tendências Skechers para este outono (um verdadeiro 'must-have'),,0.24173879623413086,0.027888579294085503,0.7303725481033325
,Health_News,"Últimas noticias de la covid en España y en el mundo, en directo | España supera los cinco millones de contagios desde el inicio de la pandemia",,0.22871936857700348,0.032728809863328934,0.7385517954826355
,Health_News,Ördög Nóra aranyszínű estélyibe bújt: az eddigi legszebb ruhája volt a nézők szerint,,0.12882304191589355,0.01844668574631214,0.8527302742004395
,Health_News,"A probiotikumok nem csak a bélflórát támogatják: segítik az alvást, és védik a tüdőt is",,0.1621883362531662,0.014999602921307087,0.822812020778656
,Health_News,Irrationale Angst vor Langzeitfolgen: Warum einige Impfskeptiker auf Totimpfstoffe gegen das Coronavirus hoffen,,0.06128193065524101,0.035108745098114014,0.9036092758178711
,Health_News,"Hartnäckiges Missverständnis: Nach Kimmich-Aussagen: Immunologe erklärt, warum es Impf-Langzeitfolgen gar nicht gibt",,0.07754278928041458,0.038090288639068604,0.8843669891357422
,Health_News,7 Alasan Pendidikan Bisa Jauhkan Seseorang dari Jerat Narkoba,,0.044616080820560455,0.017520705237984657,0.9378632307052612
,Health_News,7 Alasan Pendidikan Bisa Jauhkan Seseorang dari Jerat Narkoba,,0.044616080820560455,0.017520705237984657,0.9378632307052612
,Health_News,Seis sintomas precoces de artrite reumatoide,,0.12052331119775772,0.02958565205335617,0.8498910069465637
,Health_News,"Makowiec, Orzech, Tałaj, Dreks, Western, Ramzes. Te pseudonimy znał cały Poznań ",,0.057312604039907455,0.030190013349056244,0.9124974012374878
,Health_News,Zamieszanie z polskimi szczepionkami w Tajlandii. Trzy miliony dawek wstrzymane,,0.06447650492191315,0.028953127562999725,0.9065703749656677
,Health_News,Ernährung: Diese Lebensmittel verbessern die Stimmung,,0.07274804264307022,0.031936101615428925,0.8953158259391785
,Health_News,Wraki statków z II wojny światowej wynurzyły się z dna oceanu po wstrząsach wulkanicznych,,0.08904267847537994,0.026531225070357323,0.8844260573387146
,Health_News,Alerta gulosos! Bebida de chocolate quente gelado,,0.09835638105869293,0.028332944959402084,0.8733106255531311
,Health_News,Ernährung: Kürbiskerne reduzieren Krebsrisiko,,0.08633361756801605,0.035203732550144196,0.8784626722335815
,Health_News,Coraz bliżej zmian w Świętokrzyskim Parku Narodowym. Niebawem szczyt Łyśca może trafić do zakonników,,0.07012050598859787,0.028093844652175903,0.9017856121063232
,Health_News,Most Południowy ma patrona. Postępy w przekopie Mierzei Wiślanej widać na zdjęciach [GALERIA],,0.05890835449099541,0.03429541364312172,0.9067962765693665
,Health_News,"Jóval több aszteroidával ütközött a Föld, mint eddig hitték",,0.10849777609109879,0.02873970940709114,0.8627625107765198
,Health_News,"Reese Witherspoon jóképű fia 18 éves lett: Deacon olyan, akár egy szőke herceg",,0.09157981723546982,0.027857091277837753,0.8805631399154663
,Health_News,Este calendário do advento é perfeito para quem quer apimentar o Natal,,0.1166393905878067,0.028338393196463585,0.8550222516059875
,Health_News,VIDEO. Cum a reușit un medic din Sudan să convingă sute de localnici din Dolj să se vaccineze,,0.50351482629776,0.02856147103011608,0.46792370080947876
,Health_News,"Marsz Niepodległości: wojewoda tłumaczy, dlaczego wydał zgodę",,0.06437897682189941,0.03281806409358978,0.9028028845787048
,Health_News,"""Le strade del cuore"" portano anche al Vaticano, prevenzione e visite gratuite a Piazza San Pietro",,0.21739046275615692,0.021144432947039604,0.7614650130271912
,Health_News,Moderna: Resultados positivos da vacina em crianças entre 6 e 11 anos,,0.15877091884613037,0.02564927563071251,0.8155797719955444
,Health_News,"COVID-19: Hospitalizations on rise as Quebec reports 324 new cases, 5 more deaths",,0.5428339838981628,0.38213682174682617,0.07502927631139755
,Health_News,"W samochodzie mieli siekierę, maczety i rurki. Jechali na mecz",,0.06746712327003479,0.03675781935453415,0.8957750201225281
,Health_News,"Dianggap Kemahalan, Jokowi Minta Harga PCR Diturunkan Jadi Rp 300 Ribu",,0.04515642672777176,0.01679646596312523,0.9380471110343933
,Health_News,Stan po Burzy. Agnieszka Burzyńska o możliwej wymianie premiera,,0.05686507746577263,0.031097736209630966,0.912037193775177
,Health_News,"Stan po Burzy. Morawiecki na lodzie? ""Na ten sygnał wszyscy czekają""",,0.05686507746577263,0.031097736209630966,0.912037193775177
,Health_News,Afirma Moderna que su vacuna genera inmunidad en niños,,0.4204767048358917,0.04163937270641327,0.5378839373588562
,Health_News,‘Let us dance’: Event organizers contend with cancellations due to no dancing rules,,0.007725830189883709,0.9641046524047852,0.028169509023427963
,Health_News,"Karetka z pacjentem czekała pod szpitalem, bo... ochroniarz spał ",,0.0648738443851471,0.04042377322912216,0.8947023749351501
,Health_News,"Mennyi időd van eldönteni, hogy vállalod-e a felajánlott állást? A cégek sokszor sürgetik a jelentkezőket",,0.38280707597732544,0.02633228339254856,0.5908606648445129
,Health_News,Esta planta vai ajudá-lo a reduzir (drasticamente) o consumo de sal,,0.11891795694828033,0.03577318415045738,0.8453088402748108
,Health_News,Rzecznik Komisji Europejskiej o słowach premiera: nie ma miejsca na wojenną retorykę,,0.06122618541121483,0.027927812188863754,0.910845935344696
,Health_News,Ciągnik przygniótł traktorzystę. Mężczyzna w ciężkim stanie trafił do szpitala,,0.06430289149284363,0.036219265311956406,0.8994778990745544
,Health_News,Co dalej z prezesem PAP? Dwaj członkowie Rady Mediów Narodowych chcą jego odwołania ,,0.08310078084468842,0.025912204757332802,0.8909870386123657
,Health_News,Ngeri! Pria Ini Diteror dan Diseret 'Makhluk Halus' Saat Nge-gym,,0.06739552319049835,0.01894974522292614,0.9136547446250916
